Период,Запрос,Число запросов
"июль 2025","анти ддос","187"
"август 2023","услуга защита от ddos","56"
"сентябрь 2023","услуга защита от ddos","42"
"октябрь 2023","услуга защита от ddos","32"
"ноябрь 2023","услуга защита от ddos","45"
"декабрь 2023","услуга защита от ddos","38"
"январь 2024","услуга защита от ddos","54"
"февраль 2024","услуга защита от ddos","70"
"март 2024","услуга защита от ddos","48"
"апрель 2024","услуга защита от ddos","41"
"май 2024","услуга защита от ddos","49"
"июнь 2024","услуга защита от ddos","75"
"июль 2024","услуга защита от ddos","49"
"август 2024","услуга защита от ddos","31"
"сентябрь 2024","услуга защита от ddos","32"
"октябрь 2024","услуга защита от ddos","62"
"ноябрь 2024","услуга защита от ddos","70"
"декабрь 2024","услуга защита от ddos","68"
"январь 2025","услуга защита от ddos","70"
"февраль 2025","услуга защита от ddos","49"
"март 2025","услуга защита от ddos","65"
"апрель 2025","услуга защита от ddos","82"
"май 2025","услуга защита от ddos","61"
"июнь 2025","услуга защита от ddos","64"
"июль 2025","услуга защита от ddos","39"
"август 2023","защищенный хостинг","66"
"сентябрь 2023","защищенный хостинг","68"
"октябрь 2023","защищенный хостинг","104"
"ноябрь 2023","защищенный хостинг","91"
"декабрь 2023","защищенный хостинг","143"
"январь 2024","защищенный хостинг","79"
"февраль 2024","защищенный хостинг","99"
"март 2024","защищенный хостинг","137"
"апрель 2024","защищенный хостинг","114"
"май 2024","защищенный хостинг","83"
"июнь 2024","защищенный хостинг","79"
"июль 2024","защищенный хостинг","70"
"август 2024","защищенный хостинг","81"
"сентябрь 2024","защищенный хостинг","51"
"октябрь 2024","защищенный хостинг","75"
"ноябрь 2024","защищенный хостинг","104"
"декабрь 2024","защищенный хостинг","107"
"январь 2025","защищенный хостинг","92"
"февраль 2025","защищенный хостинг","93"
"март 2025","защищенный хостинг","169"
"апрель 2025","защищенный хостинг","172"
"май 2025","защищенный хостинг","87"
"июнь 2025","защищенный хостинг","110"
"июль 2025","защищенный хостинг","100"
"август 2023","ддос защита хостинг","26"
"сентябрь 2023","ддос защита хостинг","40"
"октябрь 2023","ддос защита хостинг","43"
"ноябрь 2023","ддос защита хостинг","41"
"декабрь 2023","ддос защита хостинг","20"
"январь 2024","ддос защита хостинг","21"
"февраль 2024","ддос защита хостинг","51"
"март 2024","ддос защита хостинг","46"
"апрель 2024","ддос защита хостинг","19"
"май 2024","ддос защита хостинг","40"
"июнь 2024","ддос защита хостинг","9"
"июль 2024","ддос защита хостинг","39"
"август 2024","ддос защита хостинг","19"
"сентябрь 2024","ддос защита хостинг","31"
